,contig,eveSites,eveTEoverlap,length,teSites,teProp,eveTEProp
500,000500F,0,0,1807143,815188,0.4510921382535859,
553,000553F,0,0,1002083,542589,0.5414611364527688,
1418,001418F,0,0,817535,451897,0.5527555395181858,
282,000282F,0,0,2292093,1163211,0.5074885704899409,
748,000748F,0,0,1411566,712974,0.5050943420286406,
1757,001757F,0,0,584920,340278,0.5817513506120495,
1812,001812F,0,0,195678,112422,0.5745254959678656,
1504,001504F,0,0,378285,194393,0.5138797467517877,
1989,001989F,0,0,144469,89773,0.6213997466584527,
2241,002241F,0,0,355878,197032,0.5536504082859857,
2007,002007F,0,0,458533,247106,0.538905596761847,
2324,002324F,0,0,273201,140182,0.5131093956464288,
2393,002393F,0,0,298054,156266,0.5242875452099284,
1053,001053F,0,0,1100751,602003,0.5469020695870365,
2774,002774F,0,0,52790,35415,0.6708656942602765,
3547,003547F,0,0,26411,11792,0.4464806330695544,
2230,002230F,0,0,34845,14783,0.4242502511120677,
328,000328F,0,0,37445,26732,0.7139003872346108,
2916,002916F,0,0,124230,46289,0.3726072607260726,
3617,003617F,0,0,20295,10038,0.4946045824094605,
1739,001739F,0,0,17386,9941,0.5717818934775106,
3559,003559F,0,0,25427,12984,0.5106382978723404,
1970,001970F,0,0,26319,20808,0.7906075458794027,
351,000351F,0,0,2093084,1058584,0.5057532330283926,
1562,001562F,0,0,253497,144476,0.569931794064624,
1795,001795F,0,0,27651,13880,0.501970995624028,
369,000369F,0,0,135104,67024,0.4960918995736618,
1208,001208F,0,0,30225,18077,0.59808105872622,
783,000783F,0,0,289121,150326,0.519941477789576,
930,000930F,0,0,146875,76908,0.5236289361702128,
155,000155F,0,0,251665,127696,0.5074046847992371,
254,000254F,0,0,2425063,1315454,0.5424411654460111,
2321,002321F,0,0,81579,39433,0.4833719462116476,
1426,001426F,0,0,507641,221768,0.43685990690271276,
2688,002688F,0,0,33085,22711,0.6864440078585462,
2679,002679F,0,0,15296,10510,0.6871077405857741,
2952,002952F,0,0,70177,36159,0.5152542855921456,
1772,001772F,0,0,587477,341757,0.5817368169307053,
3048,003048F,0,0,99576,56025,0.5626355748373102,
137,000137F,0,0,1570657,846204,0.53875798471595,
344,000344F,0,0,130312,70148,0.5383080606544294,
2979,002979F,0,0,3018,512,0.16964877402253148,
424,000424F,0,0,20634,13338,0.6464088397790055,
731,000731F,0,0,864568,489038,0.5656443449213943,
590,000590F,0,0,1626317,868614,0.5340988257516831,
1334,001334F,0,0,23548,3147,0.13364192288092408,
1298,001298F,0,0,904966,480193,0.5306199348925816,
1446,001446F,0,0,429675,227616,0.5297399197067552,
1626,001626F,0,0,674547,299679,0.44426704143669754,
2049,002049F,0,0,25499,17336,0.6798697988156398,
2702,002702F,0,0,193075,70218,0.36368250679787645,
3274,003274F,0,0,17561,13139,0.7481920163999772,
3378,003378F,0,0,36567,19430,0.531353406076517,
168,000168F,0,0,30724,20558,0.6691186043483921,
3489,003489F,0,0,29212,18348,0.6280980419005888,
2705,002705F,0,0,192620,111831,0.580578340774582,
747,000747F,0,0,707957,422880,0.5973244137708928,
2722,002722F,0,0,187396,101105,0.5395259237123524,
2468,002468F,0,0,273141,142586,0.5220234237994296,
1522,001522F,0,0,1377,1253,0.9099491648511256,
2373,002373F,0,0,34785,23445,0.6739974126778784,
1922,001922F,0,0,509522,285428,0.560187783844466,
304,000304F,0,0,24391,15424,0.6323643967037021,
1591,001591F,0,0,701063,375077,0.5350118320322139,
2141,002141F,0,0,399498,205682,0.5148511381784139,
2645,002645F,0,0,26978,17315,0.6418192601378901,
3609,003609F,0,0,21009,2831,0.1347517730496454,
576,000576F,0,0,1656649,904036,0.5457015940009018,
1447,001447F,0,0,785745,419225,0.5335382344144729,
1108,001108F,0,0,1067144,616365,0.5775837187858434,
3193,003193F,0,0,51101,26897,0.5263497778908436,
3076,003076F,0,0,23440,17454,0.7446245733788396,
3492,003492F,0,0,28910,19181,0.663472846765825,
53,000053F,0,0,3637310,2060227,0.5664150154922182,
2331,002331F,0,0,327041,169198,0.5173602086588531,
3275,003275F,0,0,50097,28121,0.5613310178254187,
3680,003680F,0,0,9906,3092,0.3121340601655562,
2072,002072F,0,0,153951,88083,0.5721495800611883,
3528,003528F,0,0,26980,11801,0.43739807264640473,
530,000530F,0,0,889661,551487,0.619884427888825,
2220,002220F,0,0,369242,245017,0.66356752482112,
1289,001289F,0,0,20548,10397,0.5059859840373759,
2265,002265F,0,0,264949,150224,0.5669921381095985,
1615,001615F,0,0,26994,10828,0.4011261761873009,
283,000283F,0,0,2333176,1317388,0.5646329295346771,
2530,002530F,0,0,253396,141545,0.5585920851157872,
583,000583F,0,0,21471,13358,0.6221414931768432,
1395,001395F,0,0,132808,76580,0.5766218902475755,
1758,001758F,0,0,60956,30494,0.5002624844149879,
2735,002735F,0,0,182200,94620,0.5193194291986828,
1209,001209F,0,0,555273,257304,0.4633828765310037,
2772,002772F,0,0,164997,89848,0.5445432341194082,
1469,001469F,0,0,37925,30750,0.8108108108108109,
50,000050F,0,0,13351,6948,0.5204104561456071,
521,000521F,0,0,51371,23071,0.4491055264643476,
2235,002235F,0,0,27276,18990,0.6962164540255169,
2245,002245F,0,0,133213,66372,0.4982396612943181,
3122,003122F,0,0,82416,48434,0.587677150067948,
1829,001829F,0,0,568066,310315,0.5462657508106452,
644,000644F,0,0,189415,102294,0.5400522661879998,
701,000701F,0,0,382123,219303,0.5739068310465478,
992,000992F,0,0,1170224,610636,0.5218112087942137,
682,000682F,0,0,1492171,787279,0.5276064204437695,
1987,001987F,0,0,476347,299053,0.6278049405160524,
1358,001358F,0,0,25329,16679,0.6584942161159145,
3276,003276F,0,0,27555,14500,0.5262202866993286,
3686,003686F,0,0,8669,1591,0.18352751182373978,
2616,002616F,0,0,12219,7243,0.5927653654145184,
566,000566F,0,0,24563,11548,0.47013801245776166,
630,000630F,0,0,1595850,715524,0.4483654478804399,
986,000986F,0,0,131540,66897,0.5085677360498707,
229,000229F,0,0,2551648,1368474,0.5363098671917129,
1709,001709F,0,0,30983,15748,0.5082787334990156,
1325,001325F,0,0,888118,452849,0.5098973334624453,
270,000270F,0,0,536972,272285,0.5070748567895532,
864,000864F,0,0,90880,57745,0.6353983274647887,
211,000211F,0,0,2630541,1321374,0.5023202451510925,
3649,003649F,0,0,15322,4796,0.3130139668450594,
98,000098F,0,0,3173706,1749383,0.5512114228602145,
99,000099F,0,0,31872,17196,0.5395331325301205,
2996,002996F,0,0,5454,3393,0.6221122112211221,
923,000923F,0,0,175652,97812,0.5568510463871746,
1326,001326F,0,0,37975,17451,0.45953917050691245,
876,000876F,0,0,1275615,634434,0.49735539328088807,
2195,002195F,1879,1879,378558,217082,0.5734444919933009,1.0
1602,001602F,2314,253,687684,381693,0.555041268954927,0.10933448573898012
510,000510F,2764,1035,1787451,1043322,0.5836926438822658,0.3744573082489146
967,000967F,0,0,17684,10774,0.6092513006107215,
3436,003436F,0,0,32437,22731,0.7007738076887505,
2625,002625F,0,0,15870,11203,0.7059231253938248,
69,000069F,0,0,25337,13851,0.5466708765836523,
2314,002314F,0,0,16314,2778,0.17028319235012873,
108,000108F,0,0,21337,9890,0.46351408351689555,
499,000499F,0,0,21590,16060,0.7438628994905049,
1587,001587F,0,0,705336,378524,0.5366577063980854,
572,000572F,0,0,8462,4559,0.5387615220987946,
2729,002729F,0,0,176860,107787,0.6094481510799502,
2839,002839F,0,0,26701,10361,0.38803790120220216,
3411,003411F,0,0,34334,15907,0.46330168346245704,
1410,001410F,0,0,296850,178873,0.602570321711302,
1779,001779F,0,0,19770,15449,0.7814365199797674,
339,000339F,0,0,10468,4746,0.45338173481085214,
1074,001074F,0,0,33129,17256,0.5208729511907996,
331,000331F,0,0,313567,184209,0.5874629664473622,
1151,001151F,0,0,66116,37376,0.5653094561074475,
1682,001682F,0,0,645172,358944,0.556353964524189,
2671,002671F,0,0,36146,16560,0.45814197974879656,
65,000065F,0,0,26710,19387,0.725833021340322,
368,000368F,0,0,2080380,1108726,0.5329439813880157,
3049,003049F,0,0,99463,60951,0.6128007399736586,
2192,002192F,0,0,48530,23705,0.4884607459303524,
3118,003118F,0,0,84282,54631,0.6481929712156806,
1690,001690F,0,0,641396,390058,0.6081391215411384,
1462,001462F,0,0,792183,446892,0.5641272281783376,
3631,003631F,0,0,17983,9982,0.5550797975866095,
1813,001813F,2456,751,569804,299669,0.5259159289861075,0.30578175895765475
1697,001697F,0,0,21490,7641,0.3555607259190321,
797,000797F,0,0,1382619,813723,0.5885374061834823,
3172,003172F,0,0,71172,26073,0.3663378856853819,
3071,003071F,0,0,95126,51564,0.5420600046254441,
2221,002221F,0,0,369011,204816,0.5550403646503763,
335,000335F,0,0,2154866,1143180,0.5305109459242477,
2935,002935F,0,0,93177,64470,0.6919089474870408,
1695,001695F,0,0,631341,345990,0.5480239680299552,
2728,002728F,0,0,184883,90239,0.48808706046526723,
3379,003379F,0,0,36277,16105,0.4439451994376602,
3082,003082F,0,0,87517,19869,0.22703017699418399,
2089,002089F,0,0,424495,203965,0.4804885805486519,
702,000702F,0,0,1520972,772007,0.5075747614025767,
1394,001394F,0,0,822160,438430,0.5332660309428822,
901,000901F,0,0,1233715,703472,0.5702062469857301,
2364,002364F,0,0,34502,23412,0.6785693582980696,
405,000405F,0,0,149036,80174,0.5379505622802544,
2858,002858F,0,0,29033,13623,0.4692246753694072,
381,000381F,0,0,251726,141537,0.5622661147438087,
808,000808F,0,0,3315,1869,0.5638009049773756,
2438,002438F,784,454,281581,157811,0.5604461948782056,0.5790816326530612
1599,001599F,0,0,704379,386684,0.5489715053969525,
2398,002398F,0,0,135284,67093,0.49594187043552823,
2852,002852F,0,0,147692,69127,0.4680483709341061,
3103,003103F,0,0,85129,35992,0.4227936425894818,
1658,001658F,0,0,32283,21643,0.6704147693832667,
1431,001431F,0,0,815555,472407,0.5792460349087432,
2574,002574F,0,0,230000,127127,0.5527260869565217,
3146,003146F,0,0,13115,7453,0.5682805947388486,
2109,002109F,0,0,127638,76085,0.5960999075510428,
2559,002559F,0,0,236161,132850,0.5625399621444692,
3262,003262F,0,0,52904,29903,0.5652313624678663,
197,000197F,0,0,4720,3267,0.6921610169491526,
2854,002854F,0,0,147135,84471,0.574105413395861,
1423,001423F,0,0,21530,15579,0.7235949837436135,
241,000241F,0,0,23263,11276,0.4847182220693806,
1041,001041F,0,0,1120310,572378,0.5109103730217529,
2348,002348F,0,0,321980,161603,0.5019038449593143,
1819,001819F,0,0,575161,282079,0.4904348521544402,
1164,001164F,0,0,17931,9218,0.5140817578495344,
1534,001534F,0,0,736917,428690,0.5817344422777599,
2164,002164F,0,0,30656,18372,0.5992954070981211,
707,000707F,0,0,1399324,682497,0.48773336268083733,
1021,001021F,0,0,21289,8805,0.4135938747710085,
2776,002776F,0,0,169931,103222,0.6074347823528373,
2973,002973F,0,0,117794,73998,0.6281983802231014,
3086,003086F,0,0,51934,26915,0.5182539376901452,
3298,003298F,0,0,30839,8506,0.2758195791043808,
378,000378F,0,0,2023666,1013336,0.500742711494881,
246,000246F,0,0,2466970,1337850,0.5423049327717807,
2243,002243F,0,0,352002,168987,0.48007397685240427,
1805,001805F,0,0,580967,316569,0.5449001406276088,
1414,001414F,0,0,445601,233437,0.5238700092683813,
1995,001995F,0,0,25627,13480,0.5260077262262458,
2172,002172F,0,0,410843,224462,0.5463449541552369,
621,000621F,0,0,353575,165243,0.46734921869476065,
2779,002779F,0,0,168567,89292,0.5297122212532702,
1769,001769F,39804,5345,573950,287125,0.5002613468072131,0.1342829866345091
552,000552F,0,0,1685563,950798,0.564083335953625,
1307,001307F,0,0,34593,8217,0.23753360506460844,
1407,001407F,863,102,230552,136813,0.5934149345917624,0.11819235225955968
3157,003157F,0,0,30729,12123,0.39451332617397245,
2030,002030F,0,0,79452,38872,0.48925137189749784,
1639,001639F,0,0,14605,9677,0.6625813077713112,
1653,001653F,0,0,659034,384518,0.5834569991836537,
1466,001466F,0,0,34946,20582,0.5889658329994849,
1047,001047F,0,0,334307,188545,0.5639875922430581,
2326,002326F,0,0,6496,5235,0.8058805418719212,
848,000848F,0,0,599873,304179,0.5070723303099156,
2609,002609F,0,0,50722,34880,0.6876700445566026,
361,000361F,0,0,2081437,1140258,0.5478224899432459,
3564,003564F,0,0,25108,14516,0.5781424247251872,
538,000538F,0,0,16961,9859,0.5812746889923943,
957,000957F,0,0,32235,23253,0.721358771521638,
1372,001372F,0,0,2627,2258,0.8595355919299581,
3687,003687F,0,0,8625,3669,0.42539130434782607,
3141,003141F,0,0,76891,41436,0.5388927182635159,
3515,003515F,0,0,27690,12371,0.44676778620440594,
2301,002301F,0,0,338059,181352,0.5364507378889484,
1452,001452F,0,0,190427,98748,0.5185609183571658,
1932,001932F,0,0,504752,301248,0.5968237867309094,
2209,002209F,0,0,373971,210416,0.5626532538619304,
618,000618F,0,0,25883,12313,0.4757176525132326,
1339,001339F,0,0,648412,338071,0.5213830095679908,
1537,001537F,0,0,742313,408609,0.5504537843200914,
2872,002872F,0,0,135430,73429,0.5421915380639445,
547,000547F,0,0,1559191,793795,0.5091069663690978,
2250,002250F,0,0,283297,159494,0.562992195469772,
2472,002472F,0,0,40357,24362,0.6036623138488986,
2583,002583F,0,0,17129,6530,0.3812248233989141,
1094,001094F,0,0,151193,92305,0.6105110686341298,
1038,001038F,0,0,39569,19474,0.4921529480148601,
3306,003306F,0,0,45924,24672,0.537235432453619,
3337,003337F,0,0,41331,8698,0.21044736396409475,
2441,002441F,0,0,261061,149822,0.5738965222687418,
1677,001677F,0,0,312662,197916,0.6330030512182485,
1173,001173F,0,0,998840,552309,0.5529504224900885,
2598,002598F,0,0,25152,18835,0.7488470101781171,
2206,002206F,0,0,23051,14744,0.6396251789510217,
1713,001713F,0,0,622030,320989,0.5160345964021028,
453,000453F,2881,505,1836016,957125,0.5213053698878441,0.17528635890315863
1360,001360F,0,0,64142,32980,0.5141716815814911,
898,000898F,0,0,1244064,635658,0.5109528127170306,
2990,002990F,0,0,107135,26138,0.24397255798758577,
387,000387F,0,0,364782,180767,0.4955480259442626,
894,000894F,0,0,28389,15074,0.5309803092747191,
2781,002781F,29135,4527,171180,71720,0.4189741792265452,0.15538012699502315
1367,001367F,0,0,23811,14100,0.5921632858762756,
2736,002736F,0,0,162017,92107,0.5685020707703513,
2794,002794F,0,0,35433,22726,0.6413795049812322,
3544,003544F,0,0,26514,13734,0.517990495587237,
3128,003128F,0,0,80194,41898,0.522458039254807,
977,000977F,0,0,25429,15476,0.6085964843289158,
990,000990F,1872,1696,1160664,674264,0.5809295368857826,0.905982905982906
1142,001142F,0,0,28407,18610,0.65512021684796,
809,000809F,0,0,197435,96183,0.48716286372730266,
1182,001182F,0,0,998271,558345,0.5593120505353757,
1239,001239F,0,0,33051,15436,0.4670357931681341,
1618,001618F,0,0,698645,396163,0.5670447795375334,
3648,003648F,0,0,15516,793,0.05110853312709461,
383,000383F,0,0,164155,88814,0.5410374341323749,
1286,001286F,0,0,869703,463060,0.5324346357319683,
3500,003500F,0,0,28630,18822,0.6574222843171499,
2631,002631F,0,0,19736,8541,0.43276246453182005,
2188,002188F,0,0,378347,214667,0.5673812664035924,
1924,001924F,0,0,509361,224895,0.4415237915741488,
3395,003395F,0,0,35118,26598,0.757389372971126,
1953,001953F,0,0,85244,51619,0.6055440852142087,
2347,002347F,0,0,36016,19236,0.5340959573522879,
2588,002588F,0,0,112380,47328,0.4211425520555259,
1828,001828F,1936,1476,133554,71798,0.5375952798119112,0.762396694214876
3383,003383F,0,0,36148,26245,0.726042934602191,
1890,001890F,0,0,26664,7288,0.2733273327332733,
3509,003509F,0,0,27869,17543,0.6294807851017259,
3430,003430F,0,0,33019,17184,0.520427632575184,
2675,002675F,0,0,200360,141048,0.7039728488720304,
606,000606F,0,0,79151,38127,0.48169953632929463,
1149,001149F,0,0,92160,43743,0.47464192708333336,
3159,003159F,0,0,73405,44578,0.6072883318575029,
2908,002908F,0,0,135476,61363,0.4529436948241755,
2780,002780F,0,0,167799,89845,0.5354322731363119,
2277,002277F,0,0,31996,18600,0.5813226653331667,
2741,002741F,0,0,26697,23889,0.8948196426564783,
3435,003435F,0,0,32581,22673,0.69589638132654,
3318,003318F,0,0,44609,21980,0.4927256831581071,
276,000276F,0,0,2316995,1418923,0.6123979551099592,
3116,003116F,0,0,51075,18748,0.3670680372001958,
2383,002383F,0,0,28262,20585,0.7283631731653811,
872,000872F,0,0,14655,6568,0.44817468440805186,
3009,003009F,0,0,26017,9838,0.37813737171849177,
2236,002236F,0,0,7986,7386,0.9248685199098422,
2910,002910F,0,0,30068,11215,0.3729878941066915,
2538,002538F,0,0,249118,121346,0.48710249761157365,
1411,001411F,0,0,28985,12512,0.43167155425219944,
44,000044F,8846,3730,3850545,2070979,0.5378404875154037,0.421659507121863
2752,002752F,0,0,131597,67481,0.5127852458642674,
264,000264F,0,0,2318327,1261613,0.544191134382682,
207,000207F,0,0,2677015,1531835,0.5722175632187343,
2424,002424F,0,0,28329,10647,0.3758339510748703,
947,000947F,0,0,392215,195524,0.4985122955521844,
1100,001100F,1004,58,1065339,551625,0.5177929278849268,0.05776892430278884
1115,001115F,0,0,1039888,546199,0.5252479113135261,
2708,002708F,0,0,192143,106275,0.5531036779898305,
3083,003083F,0,0,93010,49788,0.5352972798623804,
1228,001228F,0,0,144317,59797,0.4143448103826992,
1260,001260F,0,0,447574,226318,0.5056549308047384,
1071,001071F,0,0,18700,12524,0.6697326203208556,
1124,001124F,0,0,990219,592409,0.5982605867994858,
1078,001078F,0,0,854315,488096,0.5713302470400262,
106,000106F,0,0,3216912,1657404,0.5152158343156419,
3692,003692F,0,0,8156,5640,0.691515448749387,
359,000359F,0,0,2107284,1134996,0.5386060920122774,
298,000298F,0,0,2239515,1145811,0.5116335456560908,
3132,003132F,0,0,21387,12377,0.5787160424556974,
1137,001137F,0,0,1026016,544522,0.5307149206250195,
760,000760F,0,0,314352,185127,0.5889162467552298,
1304,001304F,0,0,902806,490625,0.543444549548851,
1470,001470F,0,0,37850,30727,0.8118097754293263,
1649,001649F,0,0,660915,329184,0.49807312589364744,
1374,001374F,0,0,25354,18057,0.7121953143488207,
981,000981F,0,0,22308,12787,0.573202438587054,
2567,002567F,0,0,238701,137309,0.5752342889221244,
2537,002537F,0,0,28479,13452,0.47234804592857893,
1057,001057F,0,0,35641,15367,0.43116074184226033,
767,000767F,0,0,812673,435340,0.5356890163694377,
1058,001058F,0,0,36588,22085,0.6036132065157975,
2940,002940F,0,0,126229,67507,0.5347978673680375,
2340,002340F,0,0,22656,9172,0.4048375706214689,
2161,002161F,0,0,17686,10990,0.6213954540314373,
3642,003642F,0,0,16024,6585,0.41094608087868195,
452,000452F,0,0,1889386,967323,0.5119774360559463,
2639,002639F,0,0,212869,108812,0.5111688409303374,
3503,003503F,0,0,28216,13467,0.4772823929685285,
3752,3761,0,0,25962,16631,0.6405900932131577,
2114,002114F,0,0,368759,176942,0.4798310007348973,
1694,001694F,0,0,631621,330035,0.5225206255016853,
1923,001923F,0,0,500857,248276,0.4957023661444285,
892,000892F,0,0,1226773,688434,0.5611747242562397,
1913,001913F,0,0,91455,57705,0.6309660488764967,
2322,002322F,0,0,20742,11318,0.5456561565904927,
746,000746F,0,0,47382,26154,0.5519817652273015,
222,000222F,0,0,82965,40741,0.4910624962333514,
524,000524F,0,0,1776108,987969,0.5562550250322615,
602,000602F,0,0,1695799,887443,0.5233185064975271,
816,000816F,0,0,1144491,595829,0.5206061034992848,
2101,002101F,0,0,385977,191984,0.49739751332333276,
571,000571F,0,0,1654570,852717,0.5153707609832162,
1454,001454F,0,0,798731,466619,0.5842004379446898,
2548,002548F,644,0,188451,110342,0.585520904638341,0.0
2663,002663F,0,0,205271,122464,0.5965966941263013,
3066,003066F,0,0,91820,39858,0.43408843389239815,
627,000627F,0,0,148098,70604,0.47673837594025575,
3026,003026F,0,0,102819,47509,0.4620644044388683,
3677,003677F,0,0,10328,5585,0.5407629744384198,
3596,003596F,0,0,22614,10090,0.44618377995931724,
2358,002358F,0,0,307001,156486,0.5097247240237003,
2066,002066F,0,0,30980,17985,0.5805358295674629,
3209,003209F,0,0,67888,33996,0.5007659674758426,
12,000012F,0,0,17695,6649,0.37575586323820287,
1574,001574F,0,0,34267,17644,0.5148977150027724,
3568,003568F,0,0,24847,10903,0.43880548959632953,
322,000322F,1123,726,2190627,1176638,0.5371238462778009,0.6464826357969724
1945,001945F,0,0,56842,34245,0.6024594489989796,
653,000653F,0,0,1272507,690748,0.5428245188435112,
1660,001660F,0,0,654128,351495,0.5373489592251058,
2127,002127F,0,0,18969,6785,0.3576888607728399,
3027,003027F,0,0,21297,8310,0.3901958022256656,
598,000598F,0,0,1614684,834555,0.5168534524402298,
208,000208F,0,0,7755,4584,0.5911025145067699,
1320,001320F,0,0,912068,515888,0.5656244929106163,
153,000153F,0,0,71862,44105,0.6137457905429852,
1794,001794F,0,0,437729,209850,0.4794062079505813,
989,000989F,0,0,23380,14946,0.6392643284858853,
1023,001023F,0,0,1168195,632585,0.5415063409790317,
2167,002167F,0,0,393268,188696,0.47981529135347906,
2572,002572F,0,0,1971,1970,0.9994926433282597,
2580,002580F,0,0,101452,91247,0.8994105586878524,
2765,002765F,0,0,157947,87684,0.555148245930597,
2508,002508F,0,0,13056,5930,0.45419730392156865,
1774,001774F,0,0,588033,320526,0.5450816535806664,
2419,002419F,0,0,291904,168566,0.5774706752905064,
3160,003160F,0,0,12833,8774,0.6837060702875399,
3518,003518F,0,0,27572,17493,0.6344479907152183,
2289,002289F,0,0,27429,24887,0.9073243647234679,
2917,002917F,0,0,131756,73215,0.5556862685570296,
1297,001297F,0,0,69591,34648,0.497880473049676,
727,000727F,0,0,36216,21726,0.5999005964214712,
3549,003549F,0,0,26275,20669,0.7866412940057088,
3355,003355F,0,0,36412,16586,0.4555091728001758,
1327,001327F,0,0,874852,470144,0.5373983256596544,
2255,002255F,0,0,348185,167336,0.4805950859456898,
1368,001368F,0,0,843953,432931,0.5129799882220929,
180,000180F,0,0,631380,299558,0.47444961829643006,
2352,002352F,0,0,43709,24762,0.5665194811137294,
2293,002293F,0,0,106373,61867,0.581604354488451,
63,000063F,0,0,3568517,1907131,0.5344323706458454,
1967,001967F,1463,411,482187,255871,0.5306468237426558,0.2809295967190704
652,000652F,0,0,4010,3929,0.9798004987531173,
3368,003368F,0,0,37359,16897,0.4522872667897963,
1098,001098F,0,0,1072100,555744,0.5183695550788173,
2448,002448F,0,0,19895,16624,0.8355868308620257,
221,000221F,0,0,869729,495127,0.5692888244499149,
366,000366F,0,0,370540,208830,0.563582879041399,
461,000461F,0,0,30800,19327,0.6275,
0,000000F,0,0,7901701,4098427,0.5186765482520789,
3098,003098F,0,0,92907,59215,0.6373577878954223,
1604,001604F,0,0,682090,344150,0.504552185195502,
3454,003454F,0,0,31085,15060,0.4844780440727039,
435,000435F,0,0,1948702,1026500,0.5267608900693898,
451,000451F,0,0,1865960,948454,0.5082927822675727,
2868,002868F,0,0,138610,58793,0.4241613159223721,
570,000570F,0,0,1377456,719757,0.5225263093703174,
3307,003307F,0,0,45730,29300,0.6407172534441286,
2355,002355F,0,0,27953,13859,0.4957965155797231,
950,000950F,0,0,23932,15743,0.6578221627945846,
1218,001218F,0,0,4452,2494,0.5601976639712489,
1143,001143F,0,0,1039616,401484,0.3861848990396454,
2434,002434F,0,0,267094,133453,0.4996480639774761,
3322,003322F,0,0,43160,24922,0.5774328081556998,
868,000868F,0,0,24547,10935,0.4454719517659999,
3486,003486F,0,0,29290,11151,0.3807101399795152,
1965,001965F,0,0,500932,255569,0.5101870114107304,
2620,002620F,0,0,220588,120627,0.5468429832991822,
3645,003645F,0,0,15673,7041,0.4492439226695591,
1263,001263F,0,0,9055,4783,0.5282164549972391,
1572,001572F,0,0,717666,387689,0.5402081190971845,
1930,001930F,0,0,24598,17471,0.7102609968290104,
2555,002555F,0,0,31338,10137,0.3234730997511009,
2845,002845F,0,0,148872,78767,0.5290921059702295,
1081,001081F,0,0,9183,5138,0.5595121420015245,
151,000151F,1358,0,214375,128415,0.5990204081632653,0.0
1116,001116F,0,0,18191,7941,0.43653455005222364,
988,000988F,0,0,1141425,653441,0.5724782618218455,
2961,002961F,0,0,56648,33098,0.5842748199406863,
940,000940F,0,0,31333,16150,0.5154310152235662,
1719,001719F,0,0,392681,229514,0.5844795139056893,
40,000040F,0,0,25729,11587,0.4503478565043336,
3236,003236F,0,0,57470,31510,0.5482860622933704,
542,000542F,0,0,35513,25366,0.7142736462703798,
3062,003062F,0,0,29011,16413,0.5657509220640446,
1513,001513F,0,0,38728,17332,0.44753150175583556,
3225,003225F,0,0,38811,26314,0.6780036587565381,
2864,002864F,0,0,31834,19674,0.618018470817365,
57,000057F,0,0,12325,7875,0.6389452332657201,
517,000517F,0,0,354031,197556,0.5580189305456302,
1303,001303F,0,0,905076,479888,0.5302184567925787,
1718,001718F,0,0,623680,348272,0.5584145715751667,
546,000546F,0,0,1686615,859586,0.5096515802361535,
1820,001820F,0,0,572354,276840,0.4836866694388438,
1211,001211F,0,0,33210,23120,0.6961758506473954,
396,000396F,0,0,145147,77741,0.5356018381365099,
3211,003211F,0,0,57695,25323,0.43891151746251844,
1230,001230F,0,0,16511,9574,0.5798558536733087,
247,000247F,0,0,2461083,1388232,0.5640736212472314,
2677,002677F,0,0,200887,101809,0.5067973537361801,
3550,003550F,0,0,26238,9684,0.3690830093757146,
1456,001456F,0,0,27457,17687,0.6441708853844192,
1784,001784F,0,0,578126,277195,0.47947160307614606,
2454,002454F,0,0,217196,106441,0.4900688778798873,
1925,001925F,0,0,31714,11528,0.36349877025919153,
757,000757F,0,0,983060,565960,0.5757125709519256,
2484,002484F,0,0,271361,142308,0.5244231853508795,
2464,002464F,0,0,24573,16412,0.6678875188214707,
1998,001998F,0,0,26572,9600,0.361282553063375,
626,000626F,0,0,120650,70328,0.5829092416079569,
1583,001583F,0,0,707856,213550,0.3016856535792591,
1655,001655F,0,0,22687,8936,0.3938819588310486,
1665,001665F,3307,888,653584,371710,0.5687256725990845,0.2685213184154823
2532,002532F,0,0,253064,147087,0.5812245123763159,
142,000142F,0,0,131934,59020,0.44734488456349386,
1700,001700F,0,0,22505,12979,0.57671628526994,
1288,001288F,0,0,917839,476763,0.519440773381824,
1138,001138F,0,0,27635,11600,0.41975755382666907,
265,000265F,0,0,2349680,1215362,0.5172457526131218,
2493,002493F,0,0,264517,140455,0.530986666263416,
2281,002281F,0,0,301826,148739,0.4927971745310212,
781,000781F,0,0,29107,16615,0.5708248874841103,
2919,002919F,0,0,126902,73986,0.5830168161258293,
591,000591F,0,0,1558760,744151,0.47739934306756654,
857,000857F,0,0,26936,18582,0.6898574398574399,
2528,002528F,0,0,253948,158745,0.6251082898861184,
1577,001577F,0,0,718756,371931,0.5174648976843323,
1553,001553F,0,0,181363,107592,0.5932411792923584,
1767,001767F,0,0,268479,152868,0.569385315052574,
423,000423F,0,0,24862,11472,0.4614270774676213,
2338,002338F,0,0,316832,178941,0.5647819664680336,
3080,003080F,0,0,93562,53496,0.5717705906243988,
62,000062F,0,0,3561918,1998485,0.5610699067187959,
750,000750F,0,0,39068,20252,0.5183782123477014,
2011,002011F,0,0,454543,246227,0.541702325192556,
3091,003091F,0,0,91326,22767,0.24929373891334342,
1455,001455F,0,0,801418,377420,0.47094025839200016,
1809,001809F,0,0,574581,334991,0.5830178860769848,
2670,002670F,0,0,202193,118676,0.5869441573150406,
2280,002280F,0,0,345311,184384,0.533965034418249,
130,000130F,0,0,251821,115588,0.4590085814924093,
2503,002503F,0,0,261355,153819,0.5885443171165656,
1009,001009F,0,0,963754,484326,0.5025411048877618,
3427,003427F,0,0,33262,19962,0.6001443088208767,
